Grid Cell ID,Area,Site (MPA/ REF),Old/New,Lat Center Point,Lon Center Point,Lat 1,Lon 1,Lat 2,Lon 2,Lat 3,Lon 3,Lat 4,Lon 4,Cell Sampled 2017,Cell Sampled 2007,Cell Sampled 2008,Cell Sampled 2009,Cell Sampled 2010,Cell Sampled 2011,Cell Sampled 2012,Cell Sampled 2013,Cell Sampled 2014,Cell Sampled 2015,Cell Sampled 2016,Cell Sampled 2018,Cell Sampled 2019,Cell Sampled 2020,Cell Sampled 2021,Cell Sampled 2022,Cell Sampled 2023,Cell Sampled 2024,Cell Sampled 2025
BL12,BL,MPA,,35.68685,-121.32540,35.68910,-121.32810,35.68910,-121.32270,35.68460,-121.32810,35.68460,-121.32270,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
BL13,BL,MPA,,35.68580,-121.31715,35.68800,-121.32000,35.68800,-121.31430,35.68360,-121.32000,35.68360,-121.31430,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
BL14,BL,MPA,,35.68485,-121.30890,35.68710,-121.31170,35.68710,-121.30610,35.68260,-121.31170,35.68260,-121.30610,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
BL15,BL,MPA,,35.68465,-121.30210,35.68690,-121.30490,35.68690,-121.29930,35.68240,-121.30490,35.68240,-121.29930,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
BL16,BL,MPA,,35.68060,-121.32360,35.68280,-121.32630,35.68280,-121.32090,35.67840,-121.32630,35.67840,-121.32090,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
BL17,BL,MPA,,35.68065,-121.31700,35.68290,-121.31980,35.68290,-121.31420,35.67840,-121.31980,35.67840,-121.31420,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BL18,BL,MPA,,35.67945,-121.30475,35.68170,-121.30760,35.68170,-121.30190,35.67720,-121.30760,35.67720,-121.30190,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
BL19,BL,MPA,,35.67535,-121.31910,35.67760,-121.32180,35.67760,-121.31640,35.67310,-121.32180,35.67310,-121.31640,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BL20,BL,MPA,,35.67540,-121.31200,35.67760,-121.31470,35.67760,-121.30930,35.67320,-121.31470,35.67320,-121.30930,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
BL21,BL,MPA,,35.67435,-121.30530,35.67650,-121.30800,35.67650,-121.30260,35.67220,-121.30800,35.67220,-121.30260,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BL22,BL,MPA,,35.66910,-121.30930,35.67130,-121.31210,35.67130,-121.30650,35.66690,-121.31210,35.66690,-121.30650,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
BL23,BL,MPA,,35.66400,-121.31140,35.66620,-121.31420,35.66620,-121.30860,35.66180,-121.31420,35.66180,-121.30860,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BL24,BL,MPA,,35.66390,-121.30345,35.66610,-121.30620,35.66610,-121.30070,35.66170,-121.30620,35.66170,-121.30070,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BL25,BL,MPA,,35.66330,-121.29555,35.66550,-121.29830,35.66550,-121.29280,35.66110,-121.29830,35.66110,-121.29280,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BL26,BL,MPA,,35.65797,-121.30278,35.66026,-121.30549,35.66026,-121.29997,35.65570,-121.29997,35.65570,-121.29997,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BL27,BL,MPA,,35.65755,-121.29655,35.65970,-121.29930,35.65970,-121.29380,35.65540,-121.29930,35.65540,-121.29380,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BL28,BL,MPA,,35.65805,-121.29010,35.66030,-121.29290,35.66030,-121.28730,35.65580,-121.29290,35.65580,-121.28730,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BL29,BL,MPA,,35.65815,-121.28065,35.66040,-121.28340,35.66040,-121.27790,35.65590,-121.28340,35.65590,-121.27790,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BL30,BL,MPA,,35.65790,-121.27245,35.66010,-121.27520,35.66010,-121.26970,35.65570,-121.27520,35.65570,-121.26970,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BL31,BL,MPA,,35.65485,-121.26615,35.65710,-121.26890,35.65710,-121.26340,35.65260,-121.26890,35.65260,-121.26340,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BL32,BL,REF,,35.64645,-121.25685,35.64870,-121.25960,35.64870,-121.25410,35.64420,-121.25960,35.64420,-121.25410,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BL33,BL,REF,,35.64630,-121.24965,35.64850,-121.25240,35.64850,-121.24690,35.64410,-121.25240,35.64410,-121.24690,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BL34,BL,REF,,35.64075,-121.25210,35.64300,-121.25490,35.64300,-121.24930,35.63850,-121.25490,35.63850,-121.24930,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BL35,BL,REF,,35.64145,-121.24215,35.64370,-121.24490,35.64370,-121.23940,35.63920,-121.24490,35.63920,-121.23940,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
BL36,BL,REF,,35.64175,-121.23515,35.64400,-121.23790,35.64400,-121.23240,35.63950,-121.23790,35.63950,-121.23240,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
BL37,BL,REF,,35.64230,-121.22735,35.64450,-121.23010,35.64450,-121.22460,35.64010,-121.23010,35.64010,-121.22460,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
BL38,BL,REF,,35.64155,-121.21930,35.64380,-121.22210,35.64380,-121.21650,35.63930,-121.22210,35.63930,-121.21650,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BL39,BL,REF,,35.63545,-121.24985,35.63770,-121.25260,35.63770,-121.24710,35.63320,-121.25260,35.63320,-121.24710,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BL40,BL,REF,,35.63660,-121.23740,35.63880,-121.24020,35.63880,-121.23460,35.63440,-121.24020,35.63440,-121.23460,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
BL41,BL,REF,,35.63655,-121.23040,35.63880,-121.23320,35.63880,-121.22760,35.63430,-121.23320,35.63430,-121.22760,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
BL42,BL,REF,,35.63655,-121.22425,35.63880,-121.22700,35.63880,-121.22150,35.63430,-121.22700,35.63430,-121.22150,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
BL43,BL,REF,,35.63505,-121.21695,35.63730,-121.21970,35.63730,-121.21420,35.63280,-121.21970,35.63280,-121.21420,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BL44,BL,REF,,35.63525,-121.21050,35.63750,-121.21330,35.63750,-121.20770,35.63300,-121.21330,35.63300,-121.20770,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BL45,BL,REF,,35.63420,-121.20415,35.63640,-121.20690,35.63640,-121.20140,35.63200,-121.20690,35.63200,-121.20140,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
BL46,BL,REF,,35.63265,-121.24365,35.63490,-121.24640,35.63490,-121.24090,35.63040,-121.24640,35.63040,-121.24090,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BL47,BL,REF,,35.63115,-121.23625,35.63340,-121.23900,35.63340,-121.23350,35.62890,-121.23900,35.62890,-121.23350,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
BL48,BL,REF,,35.63135,-121.22975,35.63360,-121.23250,35.63360,-121.22700,35.62910,-121.23250,35.62910,-121.22700,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
BL49,BL,REF,,35.63160,-121.22345,35.63380,-121.22620,35.63380,-121.22070,35.62940,-121.22620,35.62940,-121.22070,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
BL50,BL,REF,,35.62705,-121.24320,35.62930,-121.24600,35.62930,-121.24040,35.62480,-121.24600,35.62480,-121.24040,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
BL51,BL,REF,,35.62620,-121.23705,35.62850,-121.23980,35.62850,-121.23430,35.62390,-121.23980,35.62390,-121.23430,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
BL52,BL,REF,,35.62515,-121.22990,35.62740,-121.23270,35.62740,-121.22710,35.62290,-121.23270,35.62290,-121.22710,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
BL53,BL,REF,,35.62615,-121.22075,35.62840,-121.22350,35.62840,-121.21800,35.62390,-121.22350,35.62390,-121.21800,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
BL54,BL,REF,,35.61945,-121.22285,35.62170,-121.22560,35.62170,-121.22010,35.61720,-121.22560,35.61720,-121.22010,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
BL55,BL,REF,,35.61925,-121.21515,35.62150,-121.21790,35.62150,-121.21240,35.61700,-121.21790,35.61700,-121.21240,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
BL56,BL,REF,,35.61840,-121.20845,35.62060,-121.21120,35.62060,-121.20570,35.61620,-121.21120,35.61620,-121.20570,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
BL57,BL,REF,,35.61335,-121.20380,35.61560,-121.20660,35.61560,-121.20100,35.61110,-121.20660,35.61110,-121.20100,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
BLMM,BL,MPA,,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
BLRR,BL,REF,,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
CM01,CM,REF,,40.45754,-124.44948,40.45975,-124.45249,40.45984,-124.44660,40.45533,-124.44648,40.45525,-124.45237,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
CM02,CM,REF,,40.46662,-124.44260,40.46883,-124.44560,40.46891,-124.43971,40.46441,-124.43960,40.46433,-124.44551,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
CM03,CM,REF,,40.45636,-124.43649,40.45856,-124.43949,40.45864,-124.43360,40.45415,-124.43349,40.45406,-124.43938,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM04,CM,REF,,40.46535,-124.43609,40.46756,-124.43908,40.46764,-124.43319,40.46314,-124.43308,40.46306,-124.43900,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM05,CM,REF,,40.45629,-124.45594,40.45850,-124.45894,40.45858,-124.45306,40.45408,-124.45294,40.45400,-124.45883,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
CM06,CM,REF,,40.47163,-124.43799,40.47384,-124.44099,40.47393,-124.43510,40.46943,-124.43499,40.46935,-124.44090,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM07,CM,REF,,40.45644,-124.43000,40.45864,-124.43300,40.45872,-124.42711,40.45423,-124.42700,40.45414,-124.43289,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CM08,CM,REF,,40.46543,-124.42960,40.46764,-124.43260,40.46772,-124.42671,40.46322,-124.42660,40.46314,-124.43252,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM09,CM,REF,,40.45742,-124.42354,40.45963,-124.42654,40.45971,-124.42065,40.45521,-124.42054,40.45512,-124.42643,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
CM10,CM,REF,,40.46654,-124.44909,40.46875,-124.45208,40.46883,-124.44619,40.46433,-124.44608,40.46425,-124.45200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM11,CM,REF,,40.45763,-124.44300,40.45984,-124.44600,40.45992,-124.44011,40.45542,-124.44000,40.45533,-124.44589,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM12,CM,REF,,40.46551,-124.42312,40.46772,-124.42611,40.46780,-124.42022,40.46330,-124.42011,40.46322,-124.42603,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM13,CM,REF,,40.47085,-124.42854,40.47306,-124.43153,40.47314,-124.42564,40.46864,-124.42553,40.46856,-124.43145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM14,CM,REF,,40.47963,-124.48417,40.48183,-124.48718,40.48192,-124.48126,40.47742,-124.48118,40.47733,-124.48707,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM15,CM,REF,,40.47954,-124.49066,40.48175,-124.49367,40.48183,-124.48775,40.47733,-124.48767,40.47725,-124.49356,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
CM16,CM,REF,,40.47971,-124.47769,40.48192,-124.48069,40.48200,-124.47478,40.47750,-124.47469,40.47742,-124.48058,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM17,CM,REF,,40.47946,-124.49715,40.48167,-124.50015,40.48175,-124.49424,40.47725,-124.49415,40.47717,-124.50004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
CM18,CM,REF,,40.48466,-124.47779,40.48687,-124.48080,40.48695,-124.47488,40.48245,-124.47480,40.48237,-124.48069,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM19,CM,REF,,40.48458,-124.48428,40.48679,-124.48729,40.48687,-124.48137,40.48237,-124.48129,40.48229,-124.48718,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
CM20,CM,REF,,40.48450,-124.49077,40.48670,-124.49378,40.48679,-124.48786,40.48229,-124.48778,40.48220,-124.49367,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM21,CM,REF,,40.48441,-124.49726,40.48662,-124.50026,40.48670,-124.49435,40.48220,-124.49426,40.48212,-124.50015,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM22,CM,REF,,40.48433,-124.50374,40.48653,-124.50675,40.48662,-124.50083,40.48212,-124.50075,40.48204,-124.50664,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
CM23,CM,REF,,40.47937,-124.50363,40.48158,-124.50664,40.48167,-124.50072,40.47717,-124.50064,40.47708,-124.50653,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM24,CM,REF,,40.46587,-124.50274,40.46808,-124.50574,40.46817,-124.49985,40.46364,-124.49974,40.46358,-124.50565,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM25,CM,REF,,40.46603,-124.48977,40.46825,-124.49276,40.46833,-124.48688,40.46381,-124.48676,40.46375,-124.49268,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM26,CM,REF,,40.46595,-124.49625,40.46817,-124.49925,40.46825,-124.49336,40.46372,-124.49325,40.46367,-124.49917,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM27,CM,REF,,40.46612,-124.48328,40.46833,-124.48628,40.46842,-124.48039,40.46389,-124.48028,40.46383,-124.48620,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM28,CM,REF,,40.46620,-124.47680,40.46842,-124.47979,40.46850,-124.47390,40.46397,-124.47379,40.46392,-124.47971,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM29,CM,REF,,40.47442,-124.50352,40.47663,-124.50653,40.47671,-124.50061,40.47221,-124.50053,40.47213,-124.50642,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM30,CM,REF,,40.47442,-124.50352,40.47663,-124.50653,40.47671,-124.50061,40.47221,-124.50053,40.47213,-124.50642,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM31,CM,REF,,40.47094,-124.49342,40.47316,-124.49641,40.47324,-124.49052,40.46871,-124.49041,40.46866,-124.49633,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM32,CM,REF,,40.47103,-124.48634,40.47325,-124.48934,40.47333,-124.48345,40.46880,-124.48334,40.46875,-124.48925,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM33,CM,REF,,40.47112,-124.47985,40.47333,-124.48285,40.47342,-124.47696,40.46889,-124.47685,40.46883,-124.48277,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM34,CM,REF,,40.46099,-124.49614,40.46321,-124.49914,40.46329,-124.49325,40.45877,-124.49314,40.45871,-124.49906,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CM35,CM,REF,,40.46091,-124.50263,40.46313,-124.50562,40.46321,-124.49974,40.45868,-124.49962,40.45863,-124.50554,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
CM36,CM,REF,,40.46108,-124.48966,40.46330,-124.49265,40.46338,-124.48677,40.45885,-124.48666,40.45880,-124.49257,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
CM37,CM,REF,,40.46116,-124.48317,40.46338,-124.48617,40.46346,-124.48028,40.45893,-124.48017,40.45888,-124.48609,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
